schoolid,math,sci,read,minority,ses,female,public,schoolsize,urban,rural,filter_$
25460,61.26,27.81,40.86,0,1.209,1,1,500,0,0,0
25463,60.75,25.85,40.86,0,-.107,0,1,1400,0,1,0
25506,51.86,31.17,39.43,0,.304,0,1,700,0,0,0
25506,54.06,20.82,29.31,0,.02,0,1,700,0,0,0
25506,56.63,23.9,31.16,0,.683,1,1,700,0,0,0
25618,54.29,21.38,37.62,1,.079,0,1,900,1,0,0
25666,47.58,18.44,34.05,1,.941,0,1,900,1,0,0
25666,43.64,20.94,35.91,1,-.028,1,1,900,1,0,0
25724,53.07,29.49,40.47,0,-.773,1,1,700,0,0,0
25740,48.51,25.09,35.46,0,1.057,0,1,300,0,1,0
25740,51.27,19.52,29.36,1,-.124,1,1,300,0,1,0
25745,50.96,22.74,35.19,1,-.227,0,1,1100,1,0,0
25745,56.95,29.76,43.43,0,-.162,1,1,1100,1,0,1
25814,52.55,24.44,38.38,0,.381,0,1,500,0,1,0
25825,58.07,24.41,40.08,1,.26,0,1,1400,1,0,0
25834,47.12,21.36,38.71,0,-.15,1,1,900,1,0,0
25834,54.33,24.12,35.37,0,1.306,1,1,900,1,0,0
25983,52.24,21.11,36.6,0,.055,1,1,700,0,0,1
26188,38.13,24.06,43.83,0,.659,1,0,300,1,0,0
26188,47.96,21.4,42.63,0,1.204,1,0,300,1,0,0
26238,61.43,27.11,39.85,0,.511,0,0,900,0,0,0
26238,51.17,26.87,36.13,0,1.533,0,0,900,0,0,0
26238,50.23,26,40.52,0,1.452,0,0,900,0,0,0
26238,59.25,25.57,38.11,0,1.294,1,0,900,0,0,1
26238,54.2,28.87,33.52,1,1.254,0,0,900,0,0,0
26249,55.45,23.9,38.71,0,1.014,1,0,500,0,1,0
26285,49.29,27.69,42.22,0,.31,1,0,500,0,0,0
26338,60.81,29.55,43.43,1,1.854,1,0,700,1,0,1
26461,52.61,23.65,28.51,0,1.258,0,0,500,0,0,0
26597,39.7,21.23,37.37,0,1.051,0,0,100,0,1,0
26777,49.44,26.58,34.89,0,.982,0,0,500,0,0,0
26777,60.29,28.99,42.63,0,1.245,0,0,500,0,0,0
26777,59.84,28.79,39.32,0,1.031,0,0,500,0,0,1
29061,53.02,24.05,30.66,0,1.306,1,0,900,1,0,0
29061,49.3,25.85,37.25,0,.741,1,0,900,1,0,0
29135,37.1,24.23,39.22,0,-.679,1,0,300,1,0,0
29369,51.94,23.64,35.3,0,.586,0,0,300,0,1,0
29369,52.86,21.48,31.94,0,.401,1,0,300,0,1,0
29545,48.86,28.51,40.84,0,1.276,0,0,700,1,0,0
34369,42.65,25.07,32.09,0,.223,1,0,500,0,0,0
34369,48.14,25.91,43.43,0,.439,1,0,500,0,0,0
34479,51.55,20.11,30.4,0,.367,0,0,300,0,0,0
45078,66.81,25.71,43.83,0,.817,0,1,500,0,0,0
45127,45.87,27.24,32.37,1,-1.404,0,1,300,0,1,0
45134,54.99,23.34,32.94,0,.71,1,1,500,0,0,0
45134,49.76,23.34,32.94,0,-.266,0,1,500,0,0,0
45169,59.49,24.32,42.63,0,.936,1,1,700,0,1,0
45182,36.83,27.16,36.14,0,-.805,1,1,100,0,1,0
45190,50.73,20.68,29.52,0,.36,0,1,1400,0,0,0
45224,49.52,21.65,34.66,1,-.493,1,1,1400,0,0,0
45271,50.97,23.52,30.78,1,.268,0,1,500,1,0,0
45271,57.45,24.98,28.11,1,.059,0,1,500,1,0,0
45350,60.97,18.89,36.36,1,1.306,1,1,900,0,0,0
45366,57.73,22.68,36.04,1,1.358,0,1,1100,1,0,0
45366,51.54,18.54,38.98,1,-.037,1,1,1100,1,0,0
45394,61.55,20.76,39.79,1,.959,0,1,500,1,0,0
45446,59.48,22.56,36.08,0,-.069,0,1,700,0,1,0
45509,58.4,20.69,29.8,0,.262,0,1,900,0,0,0
45540,59.56,31.7,43.83,1,.595,0,1,500,0,0,0
45559,41.43,22.64,35.55,0,-.171,0,1,500,0,1,0
45567,44.96,21.32,34.3,0,.099,1,1,500,0,0,0
45567,45.66,20.7,35.63,0,.401,1,1,500,0,0,0
45578,43.27,25.6,43.43,0,.881,1,1,700,0,0,0
45654,60.38,27.45,26.89,0,.9,1,1,1400,1,0,0
45678,53.8,19.28,32.47,1,.79,0,1,1100,0,0,0
45747,37.22,22.68,43.83,0,.309,1,1,700,1,0,0
45788,52.85,26.83,30.11,1,.367,1,1,1400,0,0,0
45820,63.03,17.33,30.92,1,-.06,0,1,1400,0,0,0
45845,50.35,18.02,40.64,0,.921,1,1,500,0,1,1
45851,66.81,27.84,35.5,0,-.49,0,1,500,0,0,0
45859,64.73,28.09,35.63,0,.666,1,1,500,0,0,0
45859,36.11,28.94,40.84,0,-.02,0,1,500,0,0,0
45867,51.46,20.71,42.63,0,.374,1,1,900,0,1,0
45895,53.64,25.12,28.48,0,1.144,0,1,100,0,0,1
45936,56.64,20.92,33.28,0,1.002,1,1,500,0,0,0
45958,47.74,21.52,35.61,0,.438,1,1,500,0,1,0
45958,50.53,25.51,35.13,0,-.552,1,1,500,0,1,0
45967,51.12,23.36,29.27,0,.285,0,1,500,0,0,0
45985,55.42,22.22,36.3,0,.982,1,1,700,0,0,0
45994,46.72,24.16,41.22,0,.434,0,1,700,0,0,0
45999,49.62,25.65,32.75,0,1.4,1,1,300,0,0,0
46344,49.64,23.52,30.31,0,.234,0,0,500,1,0,0
46417,63.12,25.86,42.22,1,1.079,0,0,900,1,0,0
46540,50.39,21.41,39.96,0,0,1,0,500,1,0,0
46966,50.16,27.64,36.59,1,-.223,0,0,500,1,0,0
47130,44.14,20.55,41.23,0,.674,1,0,300,0,0,0
47130,56.33,28.84,42.22,0,.675,1,0,300,0,0,0
47270,41.3,25.65,38.37,0,-.323,0,0,500,0,0,0
47368,45.57,26.78,26.99,0,.762,1,0,700,0,0,0
47445,46.74,19.97,36.7,1,.284,0,0,900,0,0,0
47445,41.94,21.18,35.8,0,.025,1,0,900,0,0,0
52141,47.15,22.6,42.63,0,.204,1,0,300,1,0,0
52995,47.45,22.57,40.13,0,.826,1,0,300,1,0,0
54002,52.14,27.13,43.83,0,1.552,0,0,300,0,0,0
54002,44.49,23.63,43.83,0,1.488,1,0,300,0,0,0
54002,47.99,28.05,41.31,0,.997,1,0,300,0,0,0
54077,47.25,22.77,36.17,0,1.533,0,0,500,1,0,0
54077,50.01,26.32,24.77,0,1.511,0,0,500,1,0,0
54127,59.25,23.98,39.67,0,1.443,0,0,700,1,0,0
54157,64.73,25.68,42.63,0,1.323,1,0,700,1,0,0
54157,47.77,21.15,40.52,0,1.683,1,0,700,1,0,0
54259,51.71,27.13,41.23,0,1.854,1,0,500,1,0,0
54259,64.33,26.27,41.23,0,.541,1,0,500,1,0,0
54305,54.33,26.49,35.33,0,.205,0,0,300,0,0,0
54330,54.76,21.4,36.85,0,.885,1,0,700,1,0,0
54356,58.94,24.72,41.31,0,1.359,0,0,100,0,0,0
54460,56.12,20.18,38.34,0,1.458,1,0,300,1,0,1
54538,56.32,27.83,43.43,0,1.132,0,0,500,1,0,0
54730,43.82,19.66,36.25,0,1.403,1,0,1100,1,0,0
54834,55.56,25.81,41.22,1,.162,1,0,100,1,0,0
54909,49.66,19.77,38.75,0,1.154,1,0,300,1,0,1
54964,50.2,28.93,43.43,0,.881,0,0,1400,1,0,0
57055,46.06,23.61,34.32,0,.917,0,0,300,0,0,1
57733,50.39,22.54,41.22,0,1.261,1,0,300,0,0,0
57733,51.77,22.23,42.63,1,-.9,0,0,300,0,0,0
57875,44.97,24.9,37.2,0,.106,0,0,100,0,0,0
62177,43.38,23.02,38.98,0,1.035,0,0,100,0,0,0
62177,66.59,26.94,34.08,0,.074,0,0,100,0,0,0
62343,54.73,22.87,38.96,0,1.262,0,0,500,0,0,0
62343,58.48,27.44,39.69,0,.445,0,0,500,0,0,0
62343,50.11,21.96,40.92,0,1.456,1,0,500,0,0,0
62360,61.91,30.91,38.48,0,1.478,0,0,1100,1,0,0
62360,47.12,18.68,37.63,1,-.037,0,0,1100,1,0,0
62360,60.21,24.42,40.52,0,1.025,0,0,1100,1,0,0
62385,59.83,19.71,42.22,1,1.014,1,0,300,1,0,0
62385,48.3,18.32,36.24,1,.009,1,0,300,1,0,0
62488,59.67,27.02,42.63,1,1.705,0,0,500,1,0,0
62596,56.24,25.4,35.56,0,1.394,1,0,700,1,0,0
62821,56.81,25.14,39.29,0,1.824,1,0,500,1,0,0
62821,49.17,25.54,42.22,0,1.458,1,0,500,1,0,0
62821,58.87,26.7,33.26,0,1.11,0,0,500,1,0,0
62821,59.25,26.62,39.43,0,1.002,0,0,500,1,0,0
62821,45.9,23.06,32.12,0,1.282,1,0,500,1,0,0
68086,43.27,21.87,36.35,0,-.614,0,1,700,0,1,0
68111,39.14,27.35,31.69,1,1.449,1,1,1100,0,0,0
68135,49.61,24.94,39.32,0,1.533,1,1,900,0,0,0
68185,57.96,23.7,39.58,0,.509,0,1,500,0,0,0
68205,51.18,27.36,38.71,0,.177,1,1,900,0,0,0
