schoolid,math,sci,read,minority,ses,female,public,schoolsize,urban,rural
24998,24.61,17.45,13.96,0,0.261,1,1,500,0,1
68114,22.68,12.85,13.68,0,-1.276,1,1,500,1,0
25531,20.9,12.59,16.54,1,-0.085,1,1,300,0,1
7740,35.6,29.49,22.46,1,-0.554,0,1,300,0,0
7622,29.17,19.8,26.53,0,-0.162,1,1,900,0,0
45845,33.35,14.85,39.96,0,0.205,1,1,500,0,1
25465,32.35,10.8,19.63,0,-0.464,1,1,500,0,1
25793,55.42,24.94,38.38,0,0.274,0,1,500,0,0
25016,43.88,19.58,31.52,0,-0.173,1,1,700,0,0
24083,17.93,13.86,14.88,1,-1.741,0,1,500,1,0
8160,27.96,19.92,22.04,0,0.364,0,0,500,0,0
45764,21.01,14.24,14.83,0,0.072,0,1,1400,0,0
7494,39.73,18.16,31.01,0,1.208,1,1,300,0,1
68060,27.82,19.4,22.02,0,0.161,1,1,700,0,1
25242,33.44,22.82,31.37,0,-0.385,1,1,300,0,1
45851,49.02,22.08,39.22,0,0.575,1,1,500,0,0
47377,39.2,16.68,29.47,0,0.284,0,0,300,0,0
26373,60.37,32.88,41.22,0,0.197,0,0,300,0,0
57055,50.49,22.39,38.48,0,0.81,0,0,300,0,0
24163,36.73,15.98,25.79,0,-0.644,0,1,700,0,1
7029,51.6,21.21,36.01,0,-0.67,1,1,500,0,1
68068,23.4,10.22,19.09,1,-0.992,0,1,700,0,1
7716,22.95,14.63,17.21,0,0.133,1,1,500,0,1
7230,33.9,11.48,23.06,1,-0.994,0,1,700,1,0
25694,35.86,10.72,15.63,0,-0.168,0,1,300,0,1
45394,52.27,17.59,27.03,1,0.427,1,1,500,1,0
7219,47.25,17.38,32.72,0,-0.395,1,1,100,0,1
7474,46.11,24.76,43.83,0,-0.147,0,1,300,0,1
25178,33.61,20.71,22.17,1,1.325,1,1,1100,1,0
54330,25.73,17.67,25,0,1.132,1,0,700,1,0
47368,55.44,25.08,36.93,1,1.328,1,0,700,0,0
45820,20.29,12.93,16.27,1,-0.259,1,1,1400,0,0
45506,19.38,10.51,12.5,1,-1.324,0,1,700,0,0
14770,30.1,18.71,28.14,0,0.183,1,0,300,0,0
25536,35.27,19.82,25.85,1,0.314,0,1,1100,1,0
7450,25.32,15.5,18.25,0,-1.11,0,1,500,0,1
45786,38.94,17.3,25.61,0,-0.805,1,1,500,0,1
45886,54.73,24.78,30.38,0,0.458,0,1,1100,0,0
25958,28.56,11.99,18.19,1,-0.22,1,1,900,1,0
29999,53.92,19.72,37.91,0,1.526,1,0,500,0,0
45019,42.36,11.65,15.39,0,0.099,0,1,300,0,1
45716,61.58,24.53,25,1,0.666,0,1,500,0,0
1846,24.33,11.39,20.26,0,-0.587,0,0,500,1,0
7862,50.13,27.94,36.83,0,0.079,0,1,500,0,1
46966,43.48,17.92,24.51,0,-0.566,1,0,500,1,0
7230,27.44,13.11,26.94,1,-0.72,1,1,700,1,0
57055,42.13,17.73,34.65,0,0.381,1,0,300,0,0
46715,55.07,23.21,38.54,0,0.557,0,0,700,1,0
46655,22.37,14.63,24.51,0,1.264,1,0,100,1,0
25724,26.51,20.84,32.02,0,0.537,0,1,700,0,0
24269,47.4,32.88,43.43,0,0.05,1,1,700,0,0
7557,29.98,18.62,28.02,0,0.136,1,1,500,0,0
7864,35.75,16.58,33.09,0,-0.443,1,1,500,0,0
45434,59.2,25.21,41.23,0,1.608,1,1,500,0,0
7211,23.25,13.03,15.36,0,-0.19,1,1,500,1,0
45452,43.19,18.9,16.51,1,-0.342,0,1,1400,1,0
45678,53.8,19.28,32.47,1,0.79,0,1,1100,0,0
45350,29.81,20.12,33.23,0,0.087,1,1,900,0,0
45268,43.72,21.42,43.43,1,-0.599,1,1,700,0,0
24828,35.46,14.65,18.77,0,0.641,0,1,1400,1,0
7943,40.58,21.86,31.74,0,-0.992,1,1,500,0,0
45686,53.76,32.06,43.83,0,0.251,1,1,300,0,1
25434,30.62,16.31,19.54,1,-1.436,1,1,900,1,0
25825,34.85,17.79,23.09,1,-1.455,0,1,1400,1,0
14643,49.78,28.68,39.22,0,1.555,1,0,300,0,0
45994,49.4,21.41,26.35,0,-0.171,1,1,700,0,0
25983,51.35,26.23,37.05,0,0.311,0,1,700,0,0
46238,26.27,18.99,37.04,0,-1.019,0,0,300,1,0
45768,56.84,15.03,16.96,1,-1.289,0,1,1100,1,0
24163,26.01,17.34,16.39,1,-1.128,1,1,700,0,1
25644,18.09,12.01,14.17,1,-0.754,0,1,700,0,0
7369,54.99,21.54,36.86,0,-0.147,0,1,500,0,1
68194,28.42,11.23,18.67,0,-0.652,1,1,500,0,0
25531,43.85,17,26.64,1,-0.95,0,1,300,0,1
25454,27.11,24.45,38.59,0,-0.904,1,1,300,0,1
24190,31.22,20.36,34.77,0,0.982,0,1,700,0,1
45985,32.19,16.78,22.02,0,0.152,0,1,700,0,0
7740,31.68,18.19,17.97,0,-1.067,0,1,300,0,0
45576,59.94,29.63,43.83,1,0.316,0,1,1400,0,0
46277,36.94,21.22,23.98,0,0.439,1,0,300,1,0
7369,56.78,23.48,36.29,0,-0.327,1,1,500,0,1
45746,27.19,15.04,17.81,0,-0.283,0,1,500,0,0
54460,57.26,26.95,34.38,1,0.758,1,0,300,1,0
68038,58.24,29.33,38.7,1,-0.512,0,1,500,0,1
25572,27.73,13.49,18.02,0,-0.395,0,1,500,0,1
62377,35.31,19.4,32.13,1,0.793,0,0,300,0,0
7984,40.11,22.3,26.29,0,-0.397,0,1,900,0,1
45978,19.42,10.12,14.68,0,-1.289,1,1,1400,1,0
7333,24.01,14.47,23.02,0,-0.325,1,1,900,0,0
45918,25.38,13.2,14.49,0,0.011,1,1,900,0,1
6461,20.87,19.07,16.61,1,0.109,0,0,100,0,0
45509,38.9,17.62,23.78,0,0.047,0,1,900,0,0
7220,50.47,19.08,29.12,0,0.933,0,1,300,0,1
54344,23.52,14.88,16.43,1,-0.113,1,0,300,0,0
7219,22.19,17.33,19.42,0,-0.687,0,1,100,0,1
25242,35.01,20.19,32.07,0,-0.74,1,1,300,0,1
68038,63.09,24.95,32.85,0,0.566,0,1,500,0,1
7239,59.49,24.42,32.12,0,-0.194,1,1,500,0,0
2335,51.44,25.73,21.88,0,-0.562,0,0,900,1,0
25572,31.67,13.5,26.25,1,-0.705,1,1,500,0,1
25401,45.8,21.44,37.03,0,-0.611,0,1,700,0,0
25208,43.42,21.26,29.46,1,-0.164,0,1,900,1,0
46417,49.18,22.48,34.18,0,-0.189,1,0,900,1,0
25361,27.97,12.26,17.09,0,0.922,1,1,900,1,0
45330,21.49,11.83,20.05,1,0.267,1,1,1400,1,0
68038,40.66,22.99,19.53,0,-0.451,0,1,500,0,1
24998,40.88,16.8,30.68,0,0.41,0,1,500,0,1
1249,29.44,19.17,23.34,0,0.11,1,0,300,1,0
7158,31.42,14.43,20.14,0,-1.555,1,1,500,0,1
8589,34.95,17.39,32.04,0,0.376,0,0,300,0,0
45271,23.88,11.48,20.72,1,-1.179,1,1,500,1,0
68137,20.01,10.58,13.68,0,-1.154,0,1,500,0,1
7104,25.94,16.31,26.9,0,-0.777,1,1,1400,0,1
25572,36.84,20.61,42.22,0,0.81,1,1,500,0,1
7984,24.9,14.15,13.04,0,-0.587,1,1,900,0,1
54305,60.6,31.18,43.83,0,1.359,0,0,300,0,0
45227,19.8,12.93,13.94,1,-0.44,1,1,1400,0,0
26249,54.46,21.25,43.83,0,1.446,1,0,500,0,1
